Ad technology provider;Privacy URL
Voise Tech Limited;https://voisetech.com/privacy/
Voxnest Inc;https://www.voxnest.com/privacy/
Vpon;https://www.vpon.com/en/privacy
VRTCAL;https://vrtcal.com/docs/Terms.pdf
Vserv;https://www.vserv.com/privacy-policy/
VUUKLE DMCC;https://news.vuukle.com/blog/privacy-notice
Vyde;https://www.wearevyde.com/privacy
Wagawin;https://www.wagawin.com/privacy-en/
Walmart;https://corporate.walmart.com/privacy-security/walmart-privacy-policy
Watch Fantom Inc. AKA Qortex;https://www.qortex.ai/privacy-policy
Wavenet;https://www.wavenet.com.tw/privacy/
Waystack;https://www.wayfair.com/customerservice/general_info.php#privacy
We Adapt;https://weadapt.digital/privacy-policy/
WebAds B.V;https://privacy.webads.eu/
Webgains;https://www.webgains.com/public/en/privacy-2/
Webgains GmbH;https://www.webgains.com/public/en/privacy-2/
WebMedia;https://mobupps.com/pdf/Mobupps_Privacy_policy.pdf
Weborama;https://weborama.com/en/weborama-privacy-commitment/
Welect GmbH;https://www.de.welect.de/en/privacy-policy/
WEMASS MEDIA AUDIENCE SAFE SOLUTIONS, S.L. ;https://wemass.com/en/privacy/
wetter.com GmbH;https://www.wetter.com/internal/news/datenschutzhinweise_aid_607698849b8ecf79e21584fa.html
WHATROCKS;https://www.whatrocks.co/en/privacy-policy
Whichit UK Ltd;https://www.getwhichit.com/dataprotection
Whistle Feed;https://whistle.mobi/home/privacy_policy
White Ops;https://www.whiteops.com/privacy
Widespace;https://improvedigital.com/platform-privacy-policy/
Wish;https://www.wish.com/en-privacy-policy
Wizaly;https://www.wizaly.com/terms-of-use#privacy-policy
Wonderbly;https://wonderbly.com/pages/privacy-policy
Woobi;https://woobi.com/privacy/
WooTag;https://www.wootag.com/privacy-policy/
WURL, LLC;https://www.wurl.com/wurl-advertising-services-privacy-notice/#15
X-Social;http://www.xsocialgroup.com/PrivacyPolicy.html
XAD spoteffects GmbH;https://xadspoteffects.com/en/privacy-policy/
Xapads Media Ltd;https://www.xapads.com/privacy-policy/
XChange by SFBX®;https://sfbx.io/en/politique-de-confidentialite/
xCheck;http://www.xcheck.co/privacy
Xiaomi DSP;https://trust.mi.com/
xpln.ai;https://xpln.ai/privacy
Yabbi;http://dsp.yabbi.me/#popup-privacy
Yahoo;https://legal.yahoo.com/ie/en/yahoo/privacy/index.html
Yahoo! Japan;http://docs.yahoo.co.jp/docs/info/terms/chapter1.html
Yandex;https://yandex.ru/legal/confidential/
YDigital Media;http://ydigitalmedia.com/pt/privacy-policy
YIELDBIRD SP. Z O.O.;https://yieldbird.com/privacy-policy
yieldbucket GmbH;https://yieldbucket.com/privacy.html
Yieldlove GmbH;https://www.yieldlove.com/de-de/datenschutz/
YieldMo;https://www.yieldmo.com/privacy/
YOC;https://yoc.com/privacy/
YOOSE;https://www.yoose.com/privacy-policy
YouAppi;http://youappi.com/privacy-policy
YouGov;https://yougov.co.uk/about/terms-combined/#/terms
YRGLM Inc.;https://www.ebis.ne.jp/gdpr_e/
YSO Corp;https://www.ysocorp.com/privacy-policy
Yusp;http://www.yusp.com/yusp-privacy-policy/
Zebestof;https://zbo.media/politique-de-confidentialite/
Zeit Agency;https://zeitagency.com/privacy.html
zeotap;https://www.zeotap.com/privacy_policy/
Zeta Global;https://zetaglobal.com/privacy-policy/
Ziff Davis LLC;https://www.ziffdavis.com/privacy-policy
ZMS;https://zms.zalando.com/#
Zucks;http://zucks.co.jp/en/privacy/
Zuuvi;https://zuuvi.com/privatlivspolitik/
Zuuvi ApS;https://www.zuuvi.com/privacy-policy
Zynga;https://www.zynga.com/privacy/policy
世纪富轩科技发展（北京）有限公司;http://help.dhgate.com/help/buyer_about_usen.php?catpid=g9
北京泛为信息科技有限公司;http://www.fancydigital.com.cn/html/privacy_GDRP.html
顶新;http://www.360.cn/privacy/v3/bpsxy.html
